--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82900;14/01/2008;0000;;29.4;;2.1;77;
82900;14/01/2008;1200;28.2;;23.2;;;
82900;15/01/2008;0000;;30.2;;6.1;72.25;
82900;15/01/2008;1200;3.6;;23.2;;;
82900;16/01/2008;0000;;28.8;;1.3;76;
82900;16/01/2008;1200;0.4;;22.6;;;
82900;17/01/2008;0000;;29.6;;8.8;72.25;
82900;17/01/2008;1200;14;;24.2;;;
82900;18/01/2008;0000;;30.2;;7.4;79.5;
82900;18/01/2008;1200;0;;24.8;;;
82900;19/01/2008;0000;;30.2;;10.1;70.25;
82900;19/01/2008;1200;0;;21.1;;;
82900;20/01/2008;0000;;30.3;;3.5;71.5;
82900;20/01/2008;1200;0;;22;;;
82900;21/01/2008;0000;;30.8;;3.6;72.25;
82900;21/01/2008;1200;0;;25.2;;;
82900;22/01/2008;0000;;31.6;;5.3;72.5;
82900;22/01/2008;1200;0;;25;;;
82900;23/01/2008;0000;;31;;7.1;74.5;
82900;23/01/2008;1200;0;;24.2;;;
82900;24/01/2008;0000;;30.4;;4.8;76;
82900;24/01/2008;1200;16;;25.2;;;
82900;25/01/2008;0000;;30.4;;10;71.75;
82900;25/01/2008;1200;0.4;;23.2;;;
82900;26/01/2008;0000;;30.8;;10.8;68;
82900;26/01/2008;1200;0;;23.8;;;
82900;27/01/2008;0000;;31;;7.9;69.75;
82900;27/01/2008;1200;0;;22.6;;;
82900;28/01/2008;0000;;31;;10.2;66.75;
82900;28/01/2008;1200;0;;23.3;;;
82900;29/01/2008;0000;;31;;6;76;
82900;29/01/2008;1200;0;;21.8;;;
82900;30/01/2008;0000;;27.9;;0.2;92.25;
82900;30/01/2008;1200;4.4;;23.2;;;
82900;31/01/2008;0000;;30.2;;4;84.5;
82900;31/01/2008;1200;3;;23.6;;;
82900;01/02/2008;0000;;31.9;;8.7;71.5;
82900;01/02/2008;1200;1.6;;23.2;;;
82900;02/02/2008;0000;;31.1;;10.4;64.75;
82900;02/02/2008;1200;1;;22.2;;;
82900;03/02/2008;0000;;30.9;;9.1;72.75;
82900;03/02/2008;1200;2.2;;23;;;
82900;04/02/2008;0000;;30.6;;9.5;69.5;
82900;04/02/2008;1200;4.8;;22.2;;;
82900;05/02/2008;0000;;31.1;;10.1;67.25;
82900;05/02/2008;1200;0;;21.8;;;
82900;06/02/2008;0000;;31.3;;9.8;67;
82900;06/02/2008;1200;0;;22.2;;;
82900;07/02/2008;0000;;31.9;;10.2;71.5;
82900;07/02/2008;1200;0;;23.2;;;
82900;08/02/2008;0000;;31.7;;10.1;70;
82900;08/02/2008;1200;0;;22.2;;;
82900;09/02/2008;0000;;31.3;;10;68.25;
82900;09/02/2008;1200;0;;24.9;;;
82900;10/02/2008;0000;;31.7;;9.9;69;
82900;10/02/2008;1200;0;;21;;;
82900;11/02/2008;0000;;31.9;;8.5;67.25;
82900;11/02/2008;1200;0;;24;;;
82900;12/02/2008;0000;;32;;7.3;67.5;
82900;12/02/2008;1200;0;;24.9;;;
82900;13/02/2008;0000;;30.9;;7.8;68;
82900;13/02/2008;1200;0;;22.6;;;
82900;14/02/2008;0000;;31.7;;8.8;63.75;
82900;14/02/2008;1200;0;;21.1;;;
82900;15/02/2008;0000;;31.5;;6.9;72.25;
82900;15/02/2008;1200;18.1;;23;;;
82900;16/02/2008;0000;;31.3;;7.8;71.25;
82900;16/02/2008;1200;2.6;;22.6;;;
82900;17/02/2008;0000;;30.8;;6.3;70.25;
82900;17/02/2008;1200;0;;25.2;;;
82900;18/02/2008;0000;;31.5;;10;73.75;
82900;18/02/2008;1200;1.4;;23.2;;;
82900;19/02/2008;0000;;31.9;;10.2;71.75;
82900;19/02/2008;1200;0;;24.2;;;
82900;20/02/2008;0000;;31.3;;9.6;69.25;
82900;20/02/2008;1200;0.6;;23.6;;;
82900;21/02/2008;0000;;31.7;;9.7;69.75;
82900;21/02/2008;1200;0;;21.6;;;
82900;22/02/2008;0000;;31.9;;10.1;66.25;
82900;22/02/2008;1200;0;;22.2;;;
82900;23/02/2008;0000;;32;;9.6;68.75;
82900;23/02/2008;1200;0;;21.6;;;
82900;24/02/2008;0000;;32.3;;10;69.25;
82900;24/02/2008;1200;0;;22.2;;;
82900;25/02/2008;0000;;32.3;;10;69.75;
82900;25/02/2008;1200;0;;23.4;;;
82900;26/02/2008;0000;;33.9;;10.2;69.25;
82900;26/02/2008;1200;0;;23.6;;;
82900;27/02/2008;0000;;32.9;;1.9;69.75;
82900;27/02/2008;1200;0;;24.2;;;
82900;28/02/2008;0000;;33.5;;7.5;69.5;
82900;28/02/2008;1200;0;;23.6;;;
82900;29/02/2008;0000;;33.3;;6.7;68.75;
82900;29/02/2008;1200;0;;24.4;;;
82900;01/03/2008;0000;;32.8;;9.7;67.5;
82900;01/03/2008;1200;0;;24;;;
82900;02/03/2008;0000;;32.1;;9.9;69.25;
82900;02/03/2008;1200;0;;23.2;;;
82900;03/03/2008;0000;;32.6;;9.9;67;
82900;03/03/2008;1200;0;;24.6;;;
82900;04/03/2008;0000;;32.4;;9.2;70;
82900;04/03/2008;1200;0;;23;;;
82900;05/03/2008;0000;;32.6;;9.2;67.25;
82900;05/03/2008;1200;0;;23.2;;;
82900;06/03/2008;0000;;32.6;;9.8;67.25;
82900;06/03/2008;1200;0;;22.2;;;
82900;07/03/2008;0000;;32.4;;9.1;67;
82900;07/03/2008;1200;0;;23;;;
82900;08/03/2008;0000;;31.6;;7.7;74.25;
82900;08/03/2008;1200;0;;24.1;;;
82900;09/03/2008;0000;;31;;9.2;72;
82900;09/03/2008;1200;20.6;;22.7;;;
82900;10/03/2008;0000;;31.3;;9;69.25;
82900;10/03/2008;1200;18.6;;23.6;;;
82900;11/03/2008;0000;;31.2;;9.6;74;
82900;11/03/2008;1200;1.6;;24;;;
82900;12/03/2008;0000;;31;;8.3;76;
82900;12/03/2008;1200;22.4;;24;;;
82900;13/03/2008;0000;;31.6;;9.1;77.5;
82900;13/03/2008;1200;0;;21.9;;;
82900;14/03/2008;0000;;31.8;;10.3;72.25;
82900;14/03/2008;1200;0;;23.6;;;
82900;15/03/2008;0000;;31.8;;10.1;70.25;
82900;15/03/2008;1200;0;;23.2;;;
82900;16/03/2008;0000;;32.2;;7.1;76;
82900;16/03/2008;1200;0;;23.2;;;
82900;17/03/2008;0000;;31.6;;4.2;86.25;
82900;17/03/2008;1200;0;;22.6;;;
82900;18/03/2008;0000;;30.6;;7.9;80.5;
82900;18/03/2008;1200;24.7;;23.6;;;
82900;19/03/2008;0000;;30;;3;82.75;
82900;19/03/2008;1200;0;;23.8;;;
82900;20/03/2008;0000;;28;;0;90;
82900;20/03/2008;1200;35;;22;;;
82900;21/03/2008;0000;;28.2;;0.7;95.25;
82900;21/03/2008;1200;12.2;;22.3;;;
82900;22/03/2008;0000;;30.6;;7.1;86.25;
82900;22/03/2008;1200;80.1;;23.2;;;
82900;23/03/2008;0000;;30;;4.2;85.5;
82900;23/03/2008;1200;30.2;;23.2;;;
82900;24/03/2008;0000;;29.4;;1.4;86.75;
82900;24/03/2008;1200;6.2;;22.1;;;
82900;25/03/2008;0000;;30.6;;7;79;
82900;25/03/2008;1200;0;;22.9;;;
82900;26/03/2008;0000;;30.8;;9;75.75;
82900;26/03/2008;1200;6.8;;23.2;;;
82900;27/03/2008;0000;;31;;8.4;78.75;
82900;27/03/2008;1200;0;;25;;;
82900;28/03/2008;0000;;30.8;;6;77.5;
82900;28/03/2008;1200;0.6;;24.2;;;
82900;29/03/2008;0000;;30.8;;1.7;86.75;
82900;29/03/2008;1200;1;;23.2;;;
82900;30/03/2008;0000;;29.8;;0;82.5;
82900;30/03/2008;1200;19.4;;22.8;;;
82900;31/03/2008;0000;;26.6;;0;91.5;
82900;31/03/2008;1200;116;;20.2;;;
82900;01/04/2008;0000;;30.7;;9.3;82.75;
82900;01/04/2008;1200;1.6;;21.6;;;
82900;02/04/2008;0000;;30.6;;7.9;77.75;
82900;02/04/2008;1200;0;;;;;
82900;03/04/2008;0000;;30.9;;10.1;77;
82900;03/04/2008;1200;0;;20.7;;;
82900;04/04/2008;0000;;30.7;;10.5;73.25;
82900;04/04/2008;1200;0;;20.1;;;
82900;05/04/2008;0000;;30.7;;6.5;77.75;
82900;05/04/2008;1200;0;;21.5;;;
82900;06/04/2008;0000;;30.9;;8.4;82.5;
82900;06/04/2008;1200;1.4;;22.2;;;
82900;07/04/2008;0000;;29.6;;5.6;88.25;
82900;07/04/2008;1200;60.7;;22;;;
82900;08/04/2008;0000;;30.3;;6.7;82;
82900;08/04/2008;1200;0.7;;20.3;;;
82900;09/04/2008;0000;;30.3;;9.4;83;
82900;09/04/2008;1200;35.6;;20.9;;;
82900;10/04/2008;0000;;31.7;;9.7;83.25;
82900;10/04/2008;1200;0;;20.9;;;
82900;11/04/2008;0000;;30.5;;1.3;88;
82900;11/04/2008;1200;9.1;;22.4;;;
82900;12/04/2008;0000;;30.3;;5.6;82;
82900;12/04/2008;1200;2.2;;22;;;
82900;13/04/2008;0000;;27.2;;0.6;94.75;
82900;13/04/2008;1200;17.1;;21.7;;;
82900;14/04/2008;0000;;30.9;;6.9;83;
82900;14/04/2008;1200;70.7;;21.8;;;
82900;15/04/2008;0000;;30.9;;9;77.5;
82900;15/04/2008;1200;10;;23.9;;;
82900;16/04/2008;0000;;30.5;;10.2;77.75;
82900;16/04/2008;1200;6.8;;22;;;
82900;17/04/2008;0000;;30.7;;9.6;79.5;
82900;17/04/2008;1200;0.4;;22.1;;;
82900;18/04/2008;0000;;30.5;;3.5;83.5;
82900;18/04/2008;1200;0.2;;21.5;;;
82900;19/04/2008;0000;;31.5;;4.2;87.25;
82900;19/04/2008;1200;3.3;;22.2;;;
82900;20/04/2008;0000;;30.5;;8.3;81.75;
82900;20/04/2008;1200;8.3;;22;;;
82900;21/04/2008;0000;;30.2;;8.5;85;
82900;21/04/2008;1200;4.2;;22.2;;;
82900;22/04/2008;0000;;30.5;;8.1;82.75;
82900;22/04/2008;1200;3;;23.1;;;
82900;23/04/2008;0000;;30.6;;3.6;85;
82900;23/04/2008;1200;0.9;;23.2;;;
82900;24/04/2008;0000;;31.1;;10.1;75.75;
82900;24/04/2008;1200;1.4;;21.4;;;
82900;25/04/2008;0000;;29.9;;8.5;80.25;
82900;25/04/2008;1200;0;;23.5;;;
82900;26/04/2008;0000;;30.9;;10.1;77.5;
82900;26/04/2008;1200;0;;20.7;;;
82900;27/04/2008;0000;;29.9;;3.4;90.75;
82900;27/04/2008;1200;0;;21.8;;;
82900;28/04/2008;0000;;28.7;;3.4;;
82900;28/04/2008;1200;67.2;;;;;
82900;29/04/2008;0000;;30.7;;4.9;79.75;
82900;29/04/2008;1200;9.4;;22.6;;;
82900;30/04/2008;0000;;30.7;;8;84.75;
82900;30/04/2008;1200;0;;21.8;;;
82900;01/05/2008;0000;;28.9;;1.4;90.75;
82900;01/05/2008;1200;35;;22.2;;;
82900;02/05/2008;0000;;30.1;;9.2;77;
82900;02/05/2008;1200;23.2;;21.8;;;
82900;03/05/2008;0000;;29.9;;9.2;85;
82900;03/05/2008;1200;2.8;;20.1;;;
82900;04/05/2008;0000;;30.3;;7.1;78.25;
82900;04/05/2008;1200;0.5;;21.1;;;
82900;05/05/2008;0000;;29.3;;0.9;88.75;
82900;05/05/2008;1200;0;;23.2;;;
82900;06/05/2008;0000;;31.3;;8.4;79.5;
82900;06/05/2008;1200;1.6;;22.2;;;
82900;07/05/2008;0000;;30.5;;1.9;85.5;
82900;07/05/2008;1200;58.4;;21.8;;;
82900;08/05/2008;0000;;30.6;;9.3;83.5;
82900;08/05/2008;1200;0;;22.2;;;
82900;09/05/2008;0000;;33;;0.4;89.25;
82900;09/05/2008;1200;11.6;;23.2;;;
82900;10/05/2008;0000;;30;;4.7;87.5;
82900;10/05/2008;1200;66.3;;21.8;;;
82900;11/05/2008;0000;;27.9;;3.7;90;
82900;11/05/2008;1200;9.4;;22;;;
82900;12/05/2008;0000;;28.9;;4.4;79;
82900;12/05/2008;1200;28.3;;22.2;;;
82900;13/05/2008;0000;;28.9;;7.5;73.5;
82900;13/05/2008;1200;12.8;;21.8;;;
82900;14/05/2008;0000;;26.7;;0.1;88.75;
82900;14/05/2008;1200;4.6;;21;;;
82900;15/05/2008;0000;;25.5;;0;93;
82900;15/05/2008;1200;8.6;;20.1;;;
82900;16/05/2008;0000;;29.3;;7.2;86.25;
82900;16/05/2008;1200;23.8;;22;;;
82900;17/05/2008;0000;;29.9;;8.6;82;
82900;17/05/2008;1200;0.6;;21.8;;;
82900;18/05/2008;0000;;29.3;;7.4;88.25;
82900;18/05/2008;1200;35.7;;21.8;;;
82900;19/05/2008;0000;;29.9;;10.1;84.25;
82900;19/05/2008;1200;0;;20.1;;;
82900;20/05/2008;0000;;29.3;;9.1;85.25;
82900;20/05/2008;1200;2;;22.2;;;
82900;21/05/2008;0000;;28.9;;5.1;83.75;
82900;21/05/2008;1200;0;;21.1;;;
82900;22/05/2008;0000;;29.5;;7.5;83.75;
82900;22/05/2008;1200;13.8;;20.7;;;
82900;23/05/2008;0000;;29.1;;6.5;85;
82900;23/05/2008;1200;0.4;;20.7;;;
82900;24/05/2008;0000;;29.1;;8.3;84.75;
82900;24/05/2008;1200;3.2;;20.7;;;
82900;25/05/2008;0000;;29.5;;8.4;87;
82900;25/05/2008;1200;2.2;;21.6;;;
82900;26/05/2008;0000;;29.3;;9.1;82.25;
82900;26/05/2008;1200;16.8;;22.2;;;
82900;27/05/2008;0000;;27.7;;0.5;93;
82900;27/05/2008;1200;31;;22;;;
82900;28/05/2008;0000;;28.9;;8.4;83.25;
82900;28/05/2008;1200;17.6;;21.1;;;
82900;29/05/2008;0000;;29.3;;8.4;73.75;
82900;29/05/2008;1200;2.9;;22.8;;;
82900;30/05/2008;0000;;29.3;;9.4;75.25;
82900;30/05/2008;1200;0;;22.2;;;
82900;31/05/2008;0000;;29.6;;4.6;82.75;
82900;31/05/2008;1200;2.6;;23;;;
82900;01/06/2008;0000;;28.5;;4.5;80;
82900;01/06/2008;1200;3.6;;21.6;;;
82900;02/06/2008;0000;;29.1;;9.7;85;
82900;02/06/2008;1200;2;;21.1;;;
82900;03/06/2008;0000;;29;;0.3;89.5;
82900;03/06/2008;1200;24.6;;22.8;;;
82900;04/06/2008;0000;;27;;0;92.5;
82900;04/06/2008;1200;24.8;;20.8;;;
82900;05/06/2008;0000;;29;;5.3;88.75;
82900;05/06/2008;1200;26.4;;21.6;;;
82900;06/06/2008;0000;;28.1;;8.8;80.75;
82900;06/06/2008;1200;13.2;;23.2;;;
82900;07/06/2008;0000;;28.1;;5.7;86.5;
82900;07/06/2008;1200;10.8;;23;;;
82900;08/06/2008;0000;;28.7;;5.7;85;
82900;08/06/2008;1200;2;;23.3;;;
82900;09/06/2008;0000;;28.5;;6;81.75;
82900;09/06/2008;1200;8.6;;23;;;
82900;10/06/2008;0000;;27.9;;1.2;87.25;
82900;10/06/2008;1200;6.4;;21.6;;;
82900;11/06/2008;0000;;29;;9.8;81.5;
82900;11/06/2008;1200;0.4;;20.8;;;
82900;12/06/2008;0000;;28.4;;5;79.5;
82900;12/06/2008;1200;0;;20.2;;;
82900;13/06/2008;0000;;28.2;;0.2;84.25;
82900;13/06/2008;1200;0.2;;21.1;;;
82900;14/06/2008;0000;;28.6;;0.9;92.75;
82900;14/06/2008;1200;21;;21.4;;;
82900;15/06/2008;0000;;28.4;;2.6;88.75;
82900;15/06/2008;1200;22.4;;21.4;;;
82900;16/06/2008;0000;;23.8;;0;97.25;
82900;16/06/2008;1200;50;;20;;;
82900;17/06/2008;0000;;27.9;;2.2;91.25;
82900;17/06/2008;1200;71;;21.4;;;
82900;18/06/2008;0000;;28.2;;10.2;82;
82900;18/06/2008;1200;2.4;;20.2;;;
82900;19/06/2008;0000;;28.2;;7.9;88;
82900;19/06/2008;1200;0;;18.8;;;
82900;20/06/2008;0000;;27.8;;6.2;86.25;
82900;20/06/2008;1200;10.6;;20.1;;;
82900;21/06/2008;0000;;29.6;;3.5;84.5;
82900;21/06/2008;1200;0;;19.2;;;
82900;22/06/2008;0000;;28.6;;7.9;83.75;
82900;22/06/2008;1200;0;;18.8;;;
82900;23/06/2008;0000;;28.4;;3.6;88;
82900;23/06/2008;1200;0;;19.8;;;
82900;24/06/2008;0000;;28.2;;8.7;86.5;
82900;24/06/2008;1200;41;;21.8;;;
82900;25/06/2008;0000;;27.6;;4.3;86.25;
82900;25/06/2008;1200;18.4;;21.4;;;
82900;26/06/2008;0000;;28.1;;8.4;84.25;
82900;26/06/2008;1200;3.2;;21.1;;;
82900;27/06/2008;0000;;28;;6.3;90.5;
82900;27/06/2008;1200;0;;20;;;
82900;28/06/2008;0000;;28;;4.2;83.25;
82900;28/06/2008;1200;16.2;;19.2;;;
82900;29/06/2008;0000;;27.5;;8.9;82;
82900;29/06/2008;1200;11.6;;21.3;;;
82900;30/06/2008;0000;;26.5;;0.9;83.5;
82900;30/06/2008;1200;1;;22.6;;;
82900;01/07/2008;0000;;25.8;;0;87.75;
82900;01/07/2008;1200;45.4;;21.8;;;
82900;02/07/2008;0000;;27.4;;5.9;83.5;
82900;02/07/2008;1200;32;;21.3;;;
82900;03/07/2008;0000;;27.3;;5.5;88.5;
82900;03/07/2008;1200;14.4;;20.8;;;
82900;04/07/2008;0000;;27.8;;9;84.75;
82900;04/07/2008;1200;7;;20.8;;;
82900;05/07/2008;0000;;25;;0;95;
82900;05/07/2008;1200;1.6;;19.8;;;
82900;06/07/2008;0000;;26.8;;1.5;93.75;
82900;06/07/2008;1200;51.6;;21.4;;;
82900;07/07/2008;0000;;27.6;;5;92;
82900;07/07/2008;1200;14;;20.8;;;
82900;08/07/2008;0000;;27.8;;5.7;86.25;
82900;08/07/2008;1200;13.9;;21.3;;;
82900;09/07/2008;0000;;27.4;;2.1;85.75;
82900;09/07/2008;1200;19;;20.4;;;
82900;10/07/2008;0000;;28.1;;8.4;86;
82900;10/07/2008;1200;3;;20.3;;;
82900;11/07/2008;0000;;28;;7;88;
82900;11/07/2008;1200;23.6;;20.8;;;
82900;12/07/2008;0000;;27.4;;4.8;86.75;
82900;12/07/2008;1200;2.6;;21.6;;;
82900;13/07/2008;0000;;27.2;;8.5;77.25;
82900;13/07/2008;1200;5.6;;20.2;;;
82900;14/07/2008;0000;;27.5;;9.8;78;
82900;14/07/2008;1200;0;;19.4;;;
82900;15/07/2008;0000;;26.4;;1.4;87.5;
82900;15/07/2008;1200;0;;20.4;;;
82900;16/07/2008;0000;;25.4;;0.2;93;
82900;16/07/2008;1200;7.6;;21.5;;;
82900;17/07/2008;0000;;27.4;;5.5;89.5;
82900;17/07/2008;1200;28.1;;20.7;;;
82900;18/07/2008;0000;;27.8;;6;86.5;
82900;18/07/2008;1200;11.2;;21.3;;;
82900;19/07/2008;0000;;26.6;;3.4;86.5;
82900;19/07/2008;1200;7.3;;20.8;;;
82900;20/07/2008;0000;;27.8;;7.8;86.5;
82900;20/07/2008;1200;6.8;;20;;;
82900;21/07/2008;0000;;27;;2.2;84.5;
82900;21/07/2008;1200;28.2;;19.8;;;
82900;22/07/2008;0000;;27.6;;9.9;71.25;
82900;22/07/2008;1200;12.2;;22;;;
82900;23/07/2008;0000;;27.4;;8.7;82;
82900;23/07/2008;1200;1.2;;20.4;;;
82900;24/07/2008;0000;;27.7;;5.1;83.75;
82900;24/07/2008;1200;0.3;;20.1;;;
82900;25/07/2008;0000;;26.9;;0.9;93;
82900;25/07/2008;1200;0.5;;21.3;;;
82900;26/07/2008;0000;;27.4;;1.4;86.5;
82900;26/07/2008;1200;13.3;;21.8;;;
82900;27/07/2008;0000;;28;;8;82.75;
82900;27/07/2008;1200;5.4;;21.6;;;
82900;28/07/2008;0000;;27.2;;9;68.5;
82900;28/07/2008;1200;6.7;;21.4;;;
82900;29/07/2008;0000;;27.2;;2.4;87.25;
82900;29/07/2008;1200;0.4;;19.4;;;
82900;30/07/2008;0000;;26.6;;2.7;79;
82900;30/07/2008;1200;7.4;;21.4;;;
82900;31/07/2008;0000;;27.4;;7.2;81.25;
82900;31/07/2008;1200;4;;20.2;;;
82900;01/08/2008;0000;;27.9;;9.8;83.25;
82900;01/08/2008;1200;2.4;;19.2;;;
82900;02/08/2008;0000;;24.6;;0;96.5;
82900;02/08/2008;1200;60;;21.4;;;
82900;03/08/2008;0000;;27;;0.2;90;
82900;03/08/2008;1200;22.6;;20.8;;;
82900;04/08/2008;0000;;28.3;;8.3;86.25;
82900;04/08/2008;1200;4.6;;21.8;;;
82900;05/08/2008;0000;;27.9;;10;82;
82900;05/08/2008;1200;0.2;;20.7;;;
82900;06/08/2008;0000;;26.6;;1;89.5;
82900;06/08/2008;1200;2.4;;19.7;;;
82900;07/08/2008;0000;;26.4;;0;93.25;
82900;07/08/2008;1200;15.6;;20.8;;;
82900;08/08/2008;0000;;27.6;;7.7;86;
82900;08/08/2008;1200;38.9;;21.1;;;
82900;09/08/2008;0000;;27.8;;7.8;85.25;
82900;09/08/2008;1200;0.6;;19.2;;;
82900;10/08/2008;0000;;26.7;;2.2;82.25;
82900;10/08/2008;1200;9.8;;21.4;;;
82900;11/08/2008;0000;;27.6;;5;87.5;
82900;11/08/2008;1200;3.6;;21.6;;;
82900;12/08/2008;0000;;27.8;;8.3;83;
82900;12/08/2008;1200;9;;21.6;;;
82900;13/08/2008;0000;;26.4;;5.2;85.75;
82900;13/08/2008;1200;5.5;;20;;;
82900;14/08/2008;0000;;28;;9.5;72.75;
82900;14/08/2008;1200;2.1;;19.6;;;
82900;15/08/2008;0000;;28;;7.5;81.5;
82900;15/08/2008;1200;0;;20.8;;;
82900;16/08/2008;0000;;27;;5;93.25;
82900;16/08/2008;1200;1.9;;21.8;;;
82900;17/08/2008;0000;;27;;1.5;78;
82900;17/08/2008;1200;52.6;;20.6;;;
82900;18/08/2008;0000;;27.4;;9.5;77.5;
82900;18/08/2008;1200;0.4;;18.8;;;
82900;19/08/2008;0000;;27.2;;3.9;84.25;
82900;19/08/2008;1200;5.4;;19.8;;;
82900;20/08/2008;0000;;27.4;;8.6;83;
82900;20/08/2008;1200;4.2;;20.8;;;
82900;21/08/2008;0000;;28;;7.5;87.25;
82900;21/08/2008;1200;0;;19;;;
82900;22/08/2008;0000;;27.9;;4.7;86.75;
82900;22/08/2008;1200;7.3;;21.8;;;
82900;23/08/2008;0000;;28;;10;85;
82900;23/08/2008;1200;2;;19.4;;;
82900;24/08/2008;0000;;27.4;;8.5;76.25;
82900;24/08/2008;1200;2.6;;19.8;;;
82900;25/08/2008;0000;;26.4;;1.4;86.75;
82900;25/08/2008;1200;0;;18.9;;;
82900;26/08/2008;0000;;26;;0;92.5;
82900;26/08/2008;1200;10.6;;20.8;;;
82900;27/08/2008;0000;;26.9;;2.5;90;
82900;27/08/2008;1200;7.8;;21.6;;;
82900;28/08/2008;0000;;28.4;;9.8;82;
82900;28/08/2008;1200;19.1;;19.8;;;
82900;29/08/2008;0000;;28.4;;3.7;84;
82900;29/08/2008;1200;0.4;;20.4;;;
82900;30/08/2008;0000;;28.8;;8.2;81;
82900;30/08/2008;1200;2.8;;21.1;;;
82900;31/08/2008;0000;;29;;6.5;78.25;
82900;31/08/2008;1200;0;;20.8;;;
82900;01/09/2008;0000;;28.4;;9.1;77.25;
82900;01/09/2008;1200;2.4;;21.3;;;
82900;02/09/2008;0000;;28.3;;9.7;82.75;
82900;02/09/2008;1200;0.4;;22.9;;;
82900;03/09/2008;0000;;28.5;;6.1;87.5;
82900;03/09/2008;1200;3.4;;22.2;;;
82900;04/09/2008;0000;;26.9;;0.8;83.75;
82900;04/09/2008;1200;26;;22.2;;;
82900;05/09/2008;0000;;27.9;;6.1;81.5;
82900;05/09/2008;1200;1.6;;22;;;
82900;06/09/2008;0000;;28.7;;6.8;79.5;
82900;06/09/2008;1200;0.6;;21.4;;;
82900;07/09/2008;0000;;27.8;;5.1;83.5;
82900;07/09/2008;1200;0;;24.8;;;
82900;08/09/2008;0000;;28.1;;7.4;74.75;
82900;08/09/2008;1200;0.2;;24;;;
82900;09/09/2008;0000;;27.9;;3.2;80.75;
82900;09/09/2008;1200;0.2;;21.6;;;
82900;10/09/2008;0000;;26.7;;0.8;81;
82900;10/09/2008;1200;0.6;;22.2;;;
82900;11/09/2008;0000;;29.1;;8.9;80.75;
82900;11/09/2008;1200;3.6;;23.4;;;
82900;12/09/2008;0000;;28.9;;6.9;79;
82900;12/09/2008;1200;0;;23.6;;;
82900;13/09/2008;0000;;28.7;;8;73.75;
82900;13/09/2008;1200;0;;23.2;;;
82900;14/09/2008;0000;;28.4;;8.6;72.25;
82900;14/09/2008;1200;2.3;;23.2;;;
82900;15/09/2008;0000;;27.8;;3.1;73.75;
82900;15/09/2008;1200;0.2;;23.4;;;
82900;16/09/2008;0000;;28.6;;7.7;77.75;
82900;16/09/2008;1200;0;;23.8;;;
82900;17/09/2008;0000;;28.3;;7;76.25;
82900;17/09/2008;1200;0;;22.6;;;
82900;18/09/2008;0000;;28.3;;10;76.5;
82900;18/09/2008;1200;0;;22.4;;;
82900;19/09/2008;0000;;28.8;;4.8;75.75;
82900;19/09/2008;1200;0;;21.1;;;
82900;20/09/2008;0000;;28.6;;4.8;80;
82900;20/09/2008;1200;0.6;;20.7;;;
82900;21/09/2008;0000;;28.9;;8.3;75.25;
82900;21/09/2008;1200;0;;21.1;;;
82900;22/09/2008;0000;;28.9;;7.2;72.75;
82900;22/09/2008;1200;0;;21.4;;;
82900;23/09/2008;0000;;29.5;;8.7;75.25;
82900;23/09/2008;1200;0;;20.1;;;
82900;24/09/2008;0000;;29.6;;8.8;71.75;
82900;24/09/2008;1200;0;;21.1;;;
82900;25/09/2008;0000;;29.3;;5.9;72.75;
82900;25/09/2008;1200;0;;22.6;;;
82900;26/09/2008;0000;;28.5;;9.6;70.75;
82900;26/09/2008;1200;0;;21.8;;;
82900;27/09/2008;0000;;28.9;;9.1;75.75;
82900;27/09/2008;1200;0;;22.2;;;
82900;28/09/2008;0000;;28.7;;2.2;85;
82900;28/09/2008;1200;1;;21.6;;;
82900;29/09/2008;0000;;29.3;;6.8;80.75;
82900;29/09/2008;1200;3.7;;23.4;;;
82900;30/09/2008;0000;;29.5;;3.7;81.25;
82900;30/09/2008;1200;0.8;;24;;;
82900;01/10/2008;0000;;29.5;;9.8;78.25;
82900;01/10/2008;1200;0;;24;;;
82900;02/10/2008;0000;;28.8;;2.1;79.5;
82900;02/10/2008;1200;1.6;;22.2;;;
82900;03/10/2008;0000;;29.3;;7;77.75;
82900;03/10/2008;1200;3.1;;23;;;
82900;04/10/2008;0000;;29.1;;7.1;77.75;
82900;04/10/2008;1200;2.4;;24;;;
82900;05/10/2008;0000;;29.1;;4.4;74;
82900;05/10/2008;1200;0;;24.2;;;
82900;06/10/2008;0000;;28.7;;5.1;74.75;
82900;06/10/2008;1200;0;;22.6;;;
82900;07/10/2008;0000;;28.1;;1.9;87.25;
82900;07/10/2008;1200;0.9;;22.3;;;
82900;08/10/2008;0000;;28.5;;8.7;74.5;
82900;08/10/2008;1200;6;;21.3;;;
82900;09/10/2008;0000;;29.1;;8.9;77.75;
82900;09/10/2008;1200;1;;22.2;;;
