--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82900;27/03/2004;1200;0;;24.5;;;
82900;28/03/2004;0000;;30.1;;0;69.75;
82900;28/03/2004;1200;0;;25.5;;;
82900;29/03/2004;0000;;30.4;;10.5;68.75;
82900;29/03/2004;1200;0;;24;;;
82900;30/03/2004;0000;;31;;9.6;73;
82900;30/03/2004;1200;0;;21.9;;;
82900;31/03/2004;0000;;29.9;;4.8;80;
82900;31/03/2004;1200;0;;22.7;;;
82900;01/04/2004;0000;;30.6;;6.8;74.5;
82900;01/04/2004;1200;0.2;;23.7;;;
82900;02/04/2004;0000;;30.9;;8.9;71.75;
82900;02/04/2004;1200;0;;23.3;;;
82900;03/04/2004;0000;;30.5;;6.2;77.75;
82900;03/04/2004;1200;38;;23.7;;;
82900;04/04/2004;0000;;30.5;;9;77.25;
82900;04/04/2004;1200;0.4;;22.9;;;
82900;05/04/2004;0000;;30.6;;6.3;80.25;
82900;05/04/2004;1200;8.6;;24.5;;;
82900;06/04/2004;0000;;29.9;;9.8;70.75;
82900;06/04/2004;1200;2.4;;23.3;;;
82900;07/04/2004;0000;;30;;3.3;82.75;
82900;07/04/2004;1200;0;;23.7;;;
82900;08/04/2004;0000;;28.3;;2.1;85.75;
82900;08/04/2004;1200;36.3;;24.5;;;
82900;09/04/2004;0000;;31.6;;5.9;79.75;
82900;09/04/2004;1200;2;;23.4;;;
82900;10/04/2004;0000;;30.3;;5.4;80.5;
82900;10/04/2004;1200;0.8;;23.9;;;
82900;11/04/2004;0000;;30.4;;8.9;78.75;
82900;11/04/2004;1200;6.8;;24.5;;;
82900;12/04/2004;0000;;29.9;;6.2;81;
82900;12/04/2004;1200;0.2;;22.7;;;
82900;13/04/2004;0000;;31;;7.4;83.75;
82900;13/04/2004;1200;0.3;;21.7;;;
82900;14/04/2004;0000;;29.4;;3.8;91.25;
82900;14/04/2004;1200;102;;22.9;;;
82900;15/04/2004;0000;;28.4;;0.5;94;
82900;15/04/2004;1200;8.8;;22.3;;;
82900;16/04/2004;0000;;31;;0;86;
82900;16/04/2004;1200;15.8;;22.7;;;
82900;17/04/2004;0000;;30.9;;7.9;85;
82900;17/04/2004;1200;6.6;;23.9;;;
82900;18/04/2004;0000;;29.5;;8.2;78.75;
82900;18/04/2004;1200;8.8;;23.1;;;
82900;19/04/2004;0000;;30.9;;7.4;81.5;
82900;19/04/2004;1200;1.1;;23.5;;;
82900;20/04/2004;0000;;30.2;;1.7;78.25;
82900;20/04/2004;1200;4.8;;22.3;;;
82900;21/04/2004;0000;;29.7;;0.1;94.75;
82900;21/04/2004;1200;9.9;;22.4;;;
82900;22/04/2004;0000;;29;;4.3;91.25;
82900;22/04/2004;1200;74.7;;22.1;;;
82900;23/04/2004;0000;;29.4;;2.9;87.75;
82900;23/04/2004;1200;13;;23.7;;;
82900;24/04/2004;0000;;29.5;;6.1;86;
82900;24/04/2004;1200;13.5;;22.2;;;
82900;25/04/2004;0000;;30.9;;9.8;84.75;
82900;25/04/2004;1200;3.3;;22.2;;;
82900;26/04/2004;0000;;29.6;;6.7;79.5;
82900;26/04/2004;1200;3.4;;23.5;;;
82900;27/04/2004;0000;;29.6;;9.3;80.75;
82900;27/04/2004;1200;2;;23.1;;;
82900;28/04/2004;0000;;29.9;;9.5;80.5;
82900;28/04/2004;1200;0;;20.7;;;
82900;29/04/2004;0000;;30.9;;9.5;73.75;
82900;29/04/2004;1200;0;;20.8;;;
82900;30/04/2004;0000;;29.4;;4.3;81.75;
82900;30/04/2004;1200;14.5;;21.7;;;
82900;01/05/2004;0000;;31.4;;8.1;75;
82900;01/05/2004;1200;0.4;;22.1;;;
82900;02/05/2004;0000;;30.4;;10;70;
82900;02/05/2004;1200;2.2;;22.7;;;
82900;03/05/2004;0000;;29.7;;1.1;82;
82900;03/05/2004;1200;0.4;;21.7;;;
82900;04/05/2004;0000;;28.9;;0.4;88.75;
82900;04/05/2004;1200;3.4;;22.6;;;
82900;05/05/2004;0000;;29;;0.5;83.75;
82900;05/05/2004;1200;12.3;;22.7;;;
82900;06/05/2004;0000;;26.9;;0.2;90;
82900;06/05/2004;1200;13.3;;22.9;;;
82900;07/05/2004;0000;;28.9;;0.8;89.5;
82900;07/05/2004;1200;9.4;;23.2;;;
82900;08/05/2004;0000;;28.9;;3.3;87.75;
82900;08/05/2004;1200;6.8;;22.9;;;
82900;09/05/2004;0000;;29.9;;4.3;88;
82900;09/05/2004;1200;0.2;;22.9;;;
82900;10/05/2004;0000;;28.7;;1.5;87.25;
82900;10/05/2004;1200;8.6;;22.7;;;
82900;11/05/2004;0000;;30;;5.5;85.75;
82900;11/05/2004;1200;7.2;;23.7;;;
82900;12/05/2004;0000;;30.4;;9.7;80.75;
82900;12/05/2004;1200;0;;22.7;;;
82900;13/05/2004;0000;;30.3;;9.9;82.25;
82900;13/05/2004;1200;0;;21.1;;;
82900;14/05/2004;0000;;29.9;;9.9;81;
82900;14/05/2004;1200;0;;22.1;;;
82900;15/05/2004;0000;;30;;9.5;77.75;
82900;15/05/2004;1200;0.2;;21.7;;;
82900;16/05/2004;0000;;30.9;;7.8;84.75;
82900;16/05/2004;1200;1;;22.7;;;
82900;17/05/2004;0000;;29.9;;7.7;87;
82900;17/05/2004;1200;14.3;;21.7;;;
82900;18/05/2004;0000;;30.9;;8.9;83.75;
82900;18/05/2004;1200;7;;22.6;;;
82900;19/05/2004;0000;;28.2;;3.3;92.75;
82900;19/05/2004;1200;16;;23;;;
82900;20/05/2004;0000;;28.9;;0.7;88.5;
82900;20/05/2004;1200;57;;22;;;
82900;21/05/2004;0000;;29.2;;10;83;
82900;21/05/2004;1200;1.2;;21.7;;;
82900;22/05/2004;0000;;28.9;;7.6;89.75;
82900;22/05/2004;1200;6.4;;21.7;;;
82900;23/05/2004;0000;;29.2;;7.4;87.5;
82900;23/05/2004;1200;7.4;;21.5;;;
82900;24/05/2004;0000;;27.5;;0.8;95.5;
82900;24/05/2004;1200;20;;22.6;;;
82900;25/05/2004;0000;;27.1;;2.3;93.75;
82900;25/05/2004;1200;67.6;;22;;;
82900;26/05/2004;0000;;28.4;;3.1;93.25;
82900;26/05/2004;1200;30;;21.9;;;
82900;27/05/2004;0000;;29.8;;9.7;86;
82900;27/05/2004;1200;4;;21;;;
82900;28/05/2004;0000;;28.9;;4.9;90.25;
82900;28/05/2004;1200;15;;22.5;;;
82900;29/05/2004;0000;;30.3;;5.9;89.75;
82900;29/05/2004;1200;5;;21.1;;;
82900;30/05/2004;0000;;29.9;;7.9;85.5;
82900;30/05/2004;1200;4.8;;22.5;;;
82900;31/05/2004;0000;;28.3;;3.9;89.25;
82900;31/05/2004;1200;6.6;;21.2;;;
82900;01/06/2004;0000;;28.8;;0.4;90;
82900;01/06/2004;1200;29.2;;22.5;;;
82900;02/06/2004;0000;;29;;;84.75;
82900;02/06/2004;1200;0;;20.7;;;
82900;03/06/2004;0000;;28.7;;6.5;84;
82900;03/06/2004;1200;16;;22.6;;;
82900;04/06/2004;0000;;27;;0.4;91.75;
82900;04/06/2004;1200;0;;20.6;;;
82900;05/06/2004;0000;;28.9;;5.9;87.75;
82900;05/06/2004;1200;20.4;;22.9;;;
82900;06/06/2004;0000;;29.1;;8.6;78.25;
82900;06/06/2004;1200;5.7;;22.2;;;
82900;07/06/2004;0000;;29.8;;5.9;78.75;
82900;07/06/2004;1200;2.8;;21.3;;;
82900;08/06/2004;0000;;30;;4;75.5;
82900;08/06/2004;1200;2.4;;21.2;;;
82900;09/06/2004;0000;;28.9;;4.6;78.5;
82900;09/06/2004;1200;3;;23.1;;;
82900;10/06/2004;0000;;28.9;;6.6;80.25;
82900;10/06/2004;1200;0;;20.2;;;
82900;11/06/2004;0000;;29.4;;8.9;80;
82900;11/06/2004;1200;17.4;;22.9;;;
82900;12/06/2004;0000;;28.9;;4;92.25;
82900;12/06/2004;1200;7.3;;22.1;;;
82900;13/06/2004;0000;;28.7;;;92;
82900;13/06/2004;1200;16.4;;21.7;;;
82900;14/06/2004;0000;;28.2;;0.9;90;
82900;14/06/2004;1200;44.7;;;;;
82900;15/06/2004;0000;;29.2;;0;95.75;
82900;15/06/2004;1200;14;;22.1;;;
82900;16/06/2004;0000;;28.8;;0;97;
82900;16/06/2004;1200;21.4;;22.4;;;
82900;17/06/2004;0000;;26.5;;0.4;97;
82900;17/06/2004;1200;113.2;;22.1;;;
82900;18/06/2004;0000;;28;;0;94;
82900;18/06/2004;1200;49.8;;21.7;;;
82900;19/06/2004;0000;;26.4;;0;96;
82900;19/06/2004;1200;8.9;;22.1;;;
82900;20/06/2004;0000;;26.9;;1.3;96;
82900;20/06/2004;1200;26.2;;21.2;;;
82900;21/06/2004;0000;;28.1;;2.3;86.5;
82900;21/06/2004;1200;16.1;;23.3;;;
82900;22/06/2004;0000;;28.9;;2;89.75;
82900;22/06/2004;1200;5.4;;21.7;;;
82900;23/06/2004;0000;;28.5;;5.4;79.75;
82900;23/06/2004;1200;7;;20.7;;;
82900;24/06/2004;0000;;28.2;;4.8;89;
82900;24/06/2004;1200;3.7;;21.1;;;
82900;25/06/2004;0000;;25.7;;0;93;
82900;25/06/2004;1200;1.7;;20.7;;;
82900;26/06/2004;0000;;25.9;;0;97.25;
82900;26/06/2004;1200;47.9;;21.5;;;
82900;27/06/2004;0000;;28.9;;6.7;82.75;
82900;27/06/2004;1200;21.9;;20.7;;;
82900;28/06/2004;0000;;28.9;;7.9;85.5;
82900;28/06/2004;1200;0.3;;20.9;;;
82900;29/06/2004;0000;;27.4;;0.7;91.75;
82900;29/06/2004;1200;13.2;;21.7;;;
82900;30/06/2004;0000;;28.2;;4.4;85.25;
82900;30/06/2004;1200;21.3;;22.2;;;
82900;01/07/2004;0000;;30.4;;8.5;84.5;
82900;01/07/2004;1200;4.6;;21.3;;;
82900;02/07/2004;0000;;27.5;;4.6;90.75;
82900;02/07/2004;1200;7.8;;21.6;;;
82900;03/07/2004;0000;;25;;0;96.25;
82900;03/07/2004;1200;37.9;;20.9;;;
82900;04/07/2004;0000;;28.4;;0.9;88.75;
82900;04/07/2004;1200;10.8;;21.1;;;
82900;05/07/2004;0000;;28.9;;0.7;83.25;
82900;05/07/2004;1200;0;;22.5;;;
82900;06/07/2004;0000;;27;;5.5;86.5;
82900;06/07/2004;1200;1;;22;;;
82900;07/07/2004;0000;;28.6;;8.7;86.5;
82900;07/07/2004;1200;2.6;;21.9;;;
82900;08/07/2004;0000;;26.5;;0.3;94.75;
82900;08/07/2004;1200;8.3;;22.3;;;
82900;09/07/2004;0000;;28.4;;8.9;84;
82900;09/07/2004;1200;39.7;;21.5;;;
82900;10/07/2004;0000;;28.5;;9.2;84;
82900;10/07/2004;1200;0;;20.5;;;
82900;11/07/2004;0000;;29.6;;9.9;76.25;
82900;11/07/2004;1200;0.5;;20.5;;;
82900;12/07/2004;0000;;28.3;;6.9;78.5;
82900;12/07/2004;1200;0.2;;19.8;;;
82900;13/07/2004;0000;;26.8;;0;89.75;
82900;13/07/2004;1200;11.7;;22.1;;;
82900;14/07/2004;0000;;29.4;;2.3;88.25;
82900;14/07/2004;1200;18.2;;19.8;;;
82900;15/07/2004;0000;;26.6;;0.9;91.5;
82900;15/07/2004;1200;6.1;;22.1;;;
82900;16/07/2004;0000;;29.1;;3.1;88.5;
82900;16/07/2004;1200;46.4;;21.4;;;
82900;17/07/2004;0000;;28.1;;4.1;88.5;
82900;17/07/2004;1200;7.4;;20;;;
82900;18/07/2004;0000;;28.8;;4.2;81.5;
82900;18/07/2004;1200;42.8;;20.9;;;
82900;19/07/2004;0000;;29.2;;8.9;81;
82900;19/07/2004;1200;1;;20.9;;;
82900;20/07/2004;0000;;27.9;;10;83.75;
82900;20/07/2004;1200;0;;18.8;;;
82900;21/07/2004;0000;;27.4;;4.5;83.75;
82900;21/07/2004;1200;0.2;;21.3;;;
82900;22/07/2004;0000;;29.5;;8.5;78.75;
82900;22/07/2004;1200;0;;18.6;;;
82900;23/07/2004;0000;;27.4;;10.1;78.25;
82900;23/07/2004;1200;0;;20.5;;;
82900;24/07/2004;0000;;28.4;;7.2;84.25;
82900;24/07/2004;1200;0;;20.9;;;
82900;25/07/2004;0000;;24.9;;0;97;
82900;25/07/2004;1200;18.8;;20.1;;;
82900;26/07/2004;0000;;25.9;;0;84;
82900;26/07/2004;1200;32.8;;19.8;;;
82900;27/07/2004;0000;;25.9;;0;88.25;
82900;27/07/2004;1200;8.5;;19.8;;;
82900;28/07/2004;0000;;29.3;;7.5;88.25;
82900;28/07/2004;1200;0.4;;18.5;;;
82900;29/07/2004;0000;;25.5;;0;92.25;
82900;29/07/2004;1200;44.4;;20.9;;;
82900;30/07/2004;0000;;28.4;;10.1;81.25;
82900;30/07/2004;1200;7.7;;17.3;;;
82900;31/07/2004;0000;;29;;3.8;86;
82900;31/07/2004;1200;0;;19.8;;;
82900;01/08/2004;0000;;27.9;;7.7;81.25;
82900;01/08/2004;1200;9.8;;20.7;;;
82900;02/08/2004;0000;;29;;9.6;84.5;
82900;02/08/2004;1200;0.2;;18.9;;;
82900;03/08/2004;0000;;28.4;;8.8;83.75;
82900;03/08/2004;1200;1.4;;20.9;;;
82900;04/08/2004;0000;;27.2;;1.6;84.25;
82900;04/08/2004;1200;0.7;;20.3;;;
82900;05/08/2004;0000;;28.4;;8.2;84;
82900;05/08/2004;1200;2;;18.8;;;
82900;06/08/2004;0000;;28.2;;3.3;90.5;
82900;06/08/2004;1200;16.9;;19.8;;;
82900;07/08/2004;0000;;28.5;;7.7;82.25;
82900;07/08/2004;1200;8.8;;19.9;;;
82900;08/08/2004;0000;;28.4;;7.9;85.25;
82900;08/08/2004;1200;0.6;;19.8;;;
82900;09/08/2004;0000;;28.9;;10;80.5;
82900;09/08/2004;1200;0.2;;19.1;;;
82900;10/08/2004;0000;;29.5;;6.2;86.25;
82900;10/08/2004;1200;1;;21.4;;;
82900;11/08/2004;0000;;27;;3.2;90.25;
82900;11/08/2004;1200;22.6;;18.4;;;
82900;12/08/2004;0000;;29.3;;1.4;82.75;
82900;12/08/2004;1200;4.1;;20.5;;;
82900;13/08/2004;0000;;26.9;;5.7;82.75;
82900;13/08/2004;1200;0;;20.1;;;
82900;14/08/2004;0000;;27.5;;10.4;77.25;
82900;14/08/2004;1200;0.2;;17.7;;;
82900;15/08/2004;0000;;28.1;;4.7;91;
82900;15/08/2004;1200;12.6;;20.3;;;
82900;16/08/2004;0000;;27.1;;2.7;90;
82900;16/08/2004;1200;19.2;;21;;;
82900;17/08/2004;0000;;27.4;;5.2;89.25;
82900;17/08/2004;1200;2.6;;20.3;;;
82900;18/08/2004;0000;;29.4;;9;83.75;
82900;18/08/2004;1200;1.6;;21.4;;;
82900;19/08/2004;0000;;28.4;;6.5;82;
82900;19/08/2004;1200;5.2;;21.3;;;
82900;20/08/2004;0000;;28.1;;9.4;76;
82900;20/08/2004;1200;0;;19.8;;;
82900;21/08/2004;0000;;28.9;;9.8;73.25;
82900;21/08/2004;1200;0;;20.2;;;
82900;22/08/2004;0000;;29.6;;9.2;80.5;
82900;22/08/2004;1200;16.2;;21.2;;;
82900;23/08/2004;0000;;27.9;;9.7;81.5;
82900;23/08/2004;1200;1;;20.5;;;
82900;24/08/2004;0000;;28.4;;10.2;81.75;
82900;24/08/2004;1200;0;;18.7;;;
82900;25/08/2004;0000;;28.9;;9.7;76.5;
82900;25/08/2004;1200;0;;18.1;;;
82900;26/08/2004;0000;;28.3;;4.8;77.75;
82900;26/08/2004;1200;0;;21.7;;;
82900;27/08/2004;0000;;28.9;;9.3;80.75;
82900;27/08/2004;1200;5.6;;20.1;;;
82900;28/08/2004;0000;;29.3;;7.5;86.25;
82900;28/08/2004;1200;6;;21.3;;;
82900;29/08/2004;0000;;28.9;;9.6;77;
82900;29/08/2004;1200;0;;18;;;
82900;30/08/2004;0000;;29.2;;7.8;76.25;
82900;30/08/2004;1200;0;;20.1;;;
82900;31/08/2004;0000;;28.4;;8.8;77.25;
82900;31/08/2004;1200;0.4;;20.1;;;
82900;01/09/2004;0000;;28.9;;9.1;84.5;
82900;01/09/2004;1200;0;;19.7;;;
82900;02/09/2004;0000;;29.5;;8.4;74.5;
82900;02/09/2004;1200;4;;19.8;;;
82900;03/09/2004;0000;;28.5;;9.1;79.5;
82900;03/09/2004;1200;0;;23.1;;;
82900;04/09/2004;0000;;29.3;;9.6;80.75;
82900;04/09/2004;1200;1;;20.7;;;
82900;05/09/2004;0000;;28.5;;6.5;77.75;
82900;05/09/2004;1200;0;;20.7;;;
82900;06/09/2004;0000;;29.7;;3.5;77;
82900;06/09/2004;1200;0.4;;19.8;;;
82900;07/09/2004;0000;;29.2;;9.5;76.75;
82900;07/09/2004;1200;0;;19;;;
82900;08/09/2004;0000;;28.9;;8.8;71.75;
82900;08/09/2004;1200;0.4;;18.8;;;
82900;09/09/2004;0000;;30;;9.5;82.75;
82900;09/09/2004;1200;0;;22;;;
82900;10/09/2004;0000;;27.6;;3.8;87.75;
82900;10/09/2004;1200;26.3;;21.2;;;
82900;11/09/2004;0000;;28.5;;9.3;75.75;
82900;11/09/2004;1200;5.2;;21.7;;;
82900;12/09/2004;0000;;28.7;;10.1;69.75;
82900;12/09/2004;1200;0;;20.4;;;
82900;13/09/2004;0000;;28.4;;9.4;82.5;
82900;13/09/2004;1200;0;;22.9;;;
82900;14/09/2004;0000;;28.6;;5.7;70;
82900;14/09/2004;1200;5.4;;22.6;;;
82900;15/09/2004;0000;;29.5;;8.8;77.75;
82900;15/09/2004;1200;0;;21.2;;;
82900;16/09/2004;0000;;28.3;;5.1;76.5;
82900;16/09/2004;1200;0;;17.7;;;
82900;17/09/2004;0000;;29.9;;8.6;74.25;
82900;17/09/2004;1200;0;;21.1;;;
82900;18/09/2004;0000;;29.2;;7.8;83.25;
82900;18/09/2004;1200;0;;22.1;;;
82900;19/09/2004;0000;;29.3;;9.7;79.75;
82900;19/09/2004;1200;7.3;;22.1;;;
82900;20/09/2004;0000;;28;;5.8;85.25;
82900;20/09/2004;1200;0.3;;21.4;;;
82900;21/09/2004;0000;;27.5;;2.2;81;
82900;21/09/2004;1200;2.2;;21.7;;;
82900;22/09/2004;0000;;28.5;;9.3;72.25;
82900;22/09/2004;1200;3.5;;23.3;;;
82900;23/09/2004;0000;;28.2;;8;78.75;
82900;23/09/2004;1200;1.8;;22.5;;;
82900;24/09/2004;0000;;27.9;;2.1;88;
82900;24/09/2004;1200;1.9;;21.7;;;
82900;25/09/2004;0000;;28.2;;6.7;81;
82900;25/09/2004;1200;9.8;;22.2;;;
82900;26/09/2004;0000;;27.2;;2.1;82.25;
82900;26/09/2004;1200;4.8;;20.9;;;
82900;27/09/2004;0000;;28.2;;9.4;75.5;
82900;27/09/2004;1200;1;;20.7;;;
82900;28/09/2004;0000;;28.4;;7.8;72.75;
82900;28/09/2004;1200;5;;22.1;;;
82900;29/09/2004;0000;;28.2;;8.3;72.75;
82900;29/09/2004;1200;0.8;;21.4;;;
82900;30/09/2004;0000;;28.5;;8.8;73;
82900;30/09/2004;1200;0;;20.7;;;
82900;01/10/2004;0000;;28.5;;10.2;78.25;
82900;01/10/2004;1200;0;;21.7;;;
82900;02/10/2004;0000;;29;;9.5;78.25;
82900;02/10/2004;1200;0.2;;22.9;;;
82900;03/10/2004;0000;;29.1;;8.9;74.75;
82900;03/10/2004;1200;0;;22.7;;;
82900;04/10/2004;0000;;28.9;;4.9;73.5;
82900;04/10/2004;1200;0;;23;;;
82900;05/10/2004;0000;;29.2;;9.2;69.75;
82900;05/10/2004;1200;0;;23.3;;;
82900;06/10/2004;0000;;30.2;;5.6;70;
82900;06/10/2004;1200;0.6;;22;;;
82900;07/10/2004;0000;;30.1;;5.2;72.25;
82900;07/10/2004;1200;0;;20.7;;;
82900;08/10/2004;0000;;30.6;;9.2;72.75;
82900;08/10/2004;1200;0;;20.8;;;
82900;09/10/2004;0000;;29.9;;9.2;72;
82900;09/10/2004;1200;0;;21.2;;;
82900;10/10/2004;0000;;31.7;;8.7;71.75;
82900;10/10/2004;1200;0;;23.7;;;
82900;11/10/2004;0000;;29.9;;9;72.25;
82900;11/10/2004;1200;0.6;;24.2;;;
82900;12/10/2004;0000;;29.4;;9.8;72.5;
82900;12/10/2004;1200;0;;23.2;;;
82900;13/10/2004;0000;;28.4;;4;77.5;
82900;13/10/2004;1200;23.4;;20.2;;;
82900;14/10/2004;0000;;28.9;;9.9;71.75;
82900;14/10/2004;1200;0;;22.9;;;
82900;15/10/2004;0000;;29;;10.6;72.5;
82900;15/10/2004;1200;0;;22.7;;;
82900;16/10/2004;0000;;30.9;;10.4;67.5;
82900;16/10/2004;1200;0;;23.2;;;
82900;17/10/2004;0000;;30;;10.7;72.75;
82900;17/10/2004;1200;0;;19.8;;;
82900;18/10/2004;0000;;29.5;;5.9;80.75;
82900;18/10/2004;1200;1.2;;20.4;;;
82900;19/10/2004;0000;;29.4;;9.5;78.25;
82900;19/10/2004;1200;0;;24.2;;;
82900;20/10/2004;0000;;30.5;;10.3;72.75;
82900;20/10/2004;1200;0;;21.3;;;
82900;21/10/2004;0000;;29.5;;10.7;70.75;
82900;21/10/2004;1200;0;;20.7;;;
82900;22/10/2004;0000;;29.1;;3.5;81.75;
82900;22/10/2004;1200;2;;21.1;;;
82900;23/10/2004;0000;;27.4;;10.3;82.5;
82900;23/10/2004;1200;2;;22.1;;;
82900;24/10/2004;0000;;29.4;;10.5;71.75;
82900;24/10/2004;1200;2.6;;21.2;;;
82900;25/10/2004;0000;;29.1;;4;76;
82900;25/10/2004;1200;1;;21.2;;;
82900;26/10/2004;0000;;30.2;;10.1;71;
82900;26/10/2004;1200;0;;19;;;
82900;27/10/2004;0000;;31.9;;10.2;74.25;
82900;27/10/2004;1200;0;;21.2;;;
82900;28/10/2004;0000;;30.3;;10.6;72.25;
82900;28/10/2004;1200;0;;24.3;;;
82900;29/10/2004;0000;;30.2;;10.4;75;
82900;29/10/2004;1200;0;;24.7;;;
82900;30/10/2004;0000;;30.2;;10;71;
82900;30/10/2004;1200;0;;24.7;;;
82900;31/10/2004;0000;;28.5;;1.3;71.25;
82900;31/10/2004;1200;0;;22.7;;;
82900;01/11/2004;0000;;30.7;;9.6;69.25;
82900;01/11/2004;1200;0.2;;22;;;
82900;02/11/2004;0000;;29.4;;10.7;73.25;
82900;02/11/2004;1200;0;;22.2;;;
82900;03/11/2004;0000;;30.1;;10;68.75;
82900;03/11/2004;1200;0;;24.7;;;
82900;04/11/2004;0000;;29.9;;10.8;73.25;
82900;04/11/2004;1200;0;;24.7;;;
82900;05/11/2004;0000;;30.9;;7.7;76.5;
82900;05/11/2004;1200;0;;24;;;
82900;06/11/2004;0000;;30.3;;0.5;78.75;
82900;06/11/2004;1200;3;;21.7;;;
82900;07/11/2004;0000;;30.4;;8.7;78;
82900;07/11/2004;1200;5.8;;22.9;;;
82900;08/11/2004;0000;;30.9;;10.5;69.5;
82900;08/11/2004;1200;0;;23.3;;;
82900;09/11/2004;0000;;29.9;;10.8;65;
82900;09/11/2004;1200;0;;23.7;;;
82900;10/11/2004;0000;;29.9;;9.5;71.75;
82900;10/11/2004;1200;0;;21;;;
82900;11/11/2004;0000;;29.9;;10.4;72.75;
82900;11/11/2004;1200;0;;24.2;;;
82900;12/11/2004;0000;;29.9;;3.8;75.75;
82900;12/11/2004;1200;0;;24.2;;;
82900;13/11/2004;0000;;30.7;;6.9;74.75;
82900;13/11/2004;1200;0.6;;23;;;
82900;14/11/2004;0000;;30.5;;9.4;68;
82900;14/11/2004;1200;0;;22.2;;;
82900;15/11/2004;0000;;30.4;;9.3;68.5;
82900;15/11/2004;1200;0;;23.7;;;
82900;16/11/2004;0000;;30.4;;10.7;66.75;
82900;16/11/2004;1200;0;;22.9;;;
82900;17/11/2004;0000;;30.9;;;71.5;
82900;17/11/2004;1200;0;;19.3;;;
82900;18/11/2004;0000;;30.5;;9.4;72.5;
82900;18/11/2004;1200;0;;21.2;;;
82900;19/11/2004;0000;;31.4;;10.6;70.75;
82900;19/11/2004;1200;0;;21.9;;;
82900;20/11/2004;0000;;31.6;;9.9;66.25;
82900;20/11/2004;1200;0;;21.4;;;
82900;21/11/2004;0000;;30.9;;8.2;67;
82900;21/11/2004;1200;0;;22.2;;;
82900;22/11/2004;0000;;31.9;;8.3;68;
82900;22/11/2004;1200;0;;22.7;;;
82900;23/11/2004;0000;;31.5;;11;66.25;
82900;23/11/2004;1200;0;;24.5;;;
82900;24/11/2004;0000;;30.8;;9.3;68.75;
82900;24/11/2004;1200;0;;22.7;;;
82900;25/11/2004;0000;;30.6;;7.8;71.75;
82900;25/11/2004;1200;0;;24.9;;;
82900;26/11/2004;0000;;30.3;;10.6;67;
82900;26/11/2004;1200;0;;22.2;;;
82900;27/11/2004;0000;;30.4;;7.9;74.5;
82900;27/11/2004;1200;4;;21.7;;;
82900;28/11/2004;0000;;30.7;;8.2;72.25;
82900;28/11/2004;1200;0;;25.7;;;
82900;29/11/2004;0000;;29.9;;7.2;72;
82900;29/11/2004;1200;0;;24.4;;;
82900;30/11/2004;0000;;30.9;;8.2;72.75;
82900;30/11/2004;1200;4.6;;21.7;;;
82900;01/12/2004;0000;;31.6;;9.9;68.5;
82900;01/12/2004;1200;0;;20.2;;;
82900;02/12/2004;0000;;30.9;;10.5;73.25;
82900;02/12/2004;1200;0.5;;22.7;;;
82900;03/12/2004;0000;;30.4;;7.1;80;
82900;03/12/2004;1200;0.5;;23.7;;;
82900;04/12/2004;0000;;30.2;;10.7;67;
82900;04/12/2004;1200;2.2;;23.7;;;
82900;05/12/2004;0000;;30.4;;11;64.5;
82900;05/12/2004;1200;0.6;;22.5;;;
82900;06/12/2004;0000;;30.9;;7.7;74;
82900;06/12/2004;1200;0.2;;21.7;;;
82900;07/12/2004;0000;;31.1;;10.2;71.5;
82900;07/12/2004;1200;0.2;;22.1;;;
82900;08/12/2004;0000;;31.4;;10.2;69.75;
82900;08/12/2004;1200;0;;21.8;;;
82900;09/12/2004;0000;;30.9;;6.3;68;
82900;09/12/2004;1200;0;;25.3;;;
82900;10/12/2004;0000;;30.9;;8.3;68.5;
82900;10/12/2004;1200;0;;21.7;;;
82900;11/12/2004;0000;;32.5;;9.4;69;
82900;11/12/2004;1200;0;;21.2;;;
82900;12/12/2004;0000;;31.6;;7.9;73.75;
82900;12/12/2004;1200;0;;21.8;;;
82900;13/12/2004;0000;;31.9;;10.3;67.25;
82900;13/12/2004;1200;0;;22.3;;;
82900;14/12/2004;0000;;30.2;;7.2;80.75;
82900;14/12/2004;1200;0;;23.9;;;
82900;15/12/2004;0000;;31.4;;10.6;64;
82900;15/12/2004;1200;0.8;;24.1;;;
82900;16/12/2004;0000;;30.8;;11.4;64.25;
82900;16/12/2004;1200;0;;23;;;
82900;17/12/2004;0000;;30.4;;10.5;67.25;
82900;17/12/2004;1200;0;;21;;;
82900;18/12/2004;0000;;30.9;;8.9;69.25;
82900;18/12/2004;1200;0;;20.3;;;
82900;19/12/2004;0000;;31.3;;7.2;69.75;
82900;19/12/2004;1200;0;;25.7;;;
82900;20/12/2004;0000;;31.1;;9.8;70.75;
82900;20/12/2004;1200;0;;26.2;;;
82900;21/12/2004;0000;;30.5;;10.4;67.5;
